"Date","xETr","ETr","Station","Year","Month","Season","Y.Seas","Residuals"
"2010-09-12",9.43105255891101,5.95,"CM",2010,9,"Fall","2010-Fall",0.0428393473929499
"2010-10-14",6.97273013540295,5.32,"CM",2010,10,"Fall","2010-Fall",0.892898841827904
"2010-10-30",9.02450989544635,4.3,"CM",2010,10,"Fall","2010-Fall",-1.3623972630696
"2010-11-15",7.37170980962129,3.24,"CM",2010,11,"Fall","2010-Fall",-1.42731116857047
"2011-09-07",10.4708683301475,6.99,"CM",2011,9,"Fall","2011-Fall",0.456807062138189
"2011-09-15",7.63072339443879,5.23,"CM",2011,9,"Fall","2011-Fall",0.40674691277359
"2011-10-01",7.22788671534015,5.74,"CM",2011,10,"Fall","2011-Fall",1.15927907450516
"2011-10-09",6.21092318293372,4.73,"CM",2011,10,"Fall","2011-Fall",0.761552923223645
"2011-10-17",6.06239365360902,5.54,"CM",2011,10,"Fall","2011-Fall",1.66097672621173
"2011-11-26",7.09758795656137,3.56,"CM",2011,11,"Fall","2011-Fall",-0.94227315428328
"2012-09-25",12.8555101152647,6.5,"CM",2012,9,"Fall","2012-Fall",-1.46889221031628
"2012-10-11",8.00702746792392,5.58,"CM",2012,10,"Fall","2012-Fall",0.530188992042656
"2012-10-27",11.5550930300418,4.23,"CM",2012,10,"Fall","2012-Fall",-2.95596209695751
"2012-11-12",6.80140707364236,3.12,"CM",2012,11,"Fall","2012-Fall",-1.2039542634647
"2012-11-28",3.57561296298805,2.5,"CM",2012,11,"Fall","2012-Fall",0.118169826894933
"2013-09-28",11.3215459318554,5.17,"CM",2013,9,"Fall","2013-Fall",-1.87535255088533
"2013-10-06",10.704520044883,5.39,"CM",2013,10,"Fall","2013-Fall",-1.28386546945423
"2013-10-14",9.17095407341953,4.84,"CM",2013,10,"Fall","2013-Fall",-0.910565557814533
"2013-10-22",4.24864568924718,3.99,"CM",2013,10,"Fall","2013-Fall",1.20296322460402
"2013-10-30",5.59953396293517,3.1,"CM",2013,10,"Fall","2013-Fall",-0.500353611411165
"2014-09-15",10.775955106899,6.21,"CM",2014,9,"Fall","2014-Fall",-0.506873717990421
"2014-10-09",5.71480505234145,4.2,"CM",2014,10,"Fall","2014-Fall",0.530246187590723
"2014-11-02",7.531209555202,3.51,"CM",2014,11,"Fall","2014-Fall",-1.25333970841912
"2014-11-18",6.85143086956179,2.75,"CM",2014,11,"Fall","2014-Fall",-1.60407162861999
"2014-11-26",5.08629501440435,2.66,"CM",2014,11,"Fall","2014-Fall",-0.631352574190482
"2015-10-20",8.04486849106947,3.93,"CM",2015,10,"Fall","2015-Fall",-1.14259360353965
"2015-11-21",7.84468237485337,3.74,"CM",2015,11,"Fall","2015-Fall",-1.2120693960043
"2010-09-12",9.86187920213084,6.01,"Mel",2010,9,"Fall","2010-Fall",-0.156544473726461
"2010-10-14",7.10065773110614,4.5,"Mel",2010,10,"Fall","2010-Fall",-0.00412134511346252
"2010-10-30",8.11577712921607,4.65,"Mel",2010,10,"Fall","2010-Fall",-0.465284912914996
"2010-11-15",6.61207544576632,3.46,"Mel",2010,11,"Fall","2010-Fall",-0.749965117551575
"2011-09-07",9.33641346109664,7.19,"Mel",2011,9,"Fall","2011-Fall",1.3398178356195
"2011-09-15",8.01141674504612,5.3,"Mel",2011,9,"Fall","2011-Fall",0.247546380472955
"2011-10-01",7.71434146186141,5.9,"Mel",2011,10,"Fall","2011-Fall",1.02640375460537
"2011-10-09",5.36807889993049,3.54,"Mel",2011,10,"Fall","2011-Fall",0.0789964023458869
"2011-10-17",6.69154297957912,3.63,"Mel",2011,10,"Fall","2011-Fall",-0.627809402253304
"2011-11-26",6.80179884394917,2.14,"Mel",2011,11,"Fall","2011-Fall",-2.18419013299779
"2012-09-25",11.1933041887683,7.96,"Mel",2012,9,"Fall","2012-Fall",0.991856771872297
"2012-10-11",7.75388799677904,6.1,"Mel",2012,10,"Fall","2012-Fall",1.20259433729008
"2012-10-27",11.9228640266339,3.95,"Mel",2012,10,"Fall","2012-Fall",-3.45738258683254
"2012-11-12",6.97028808599797,3.06,"Mel",2012,11,"Fall","2012-Fall",-1.36563089602375
"2012-11-28",3.39037389700207,2.18,"Mel",2012,11,"Fall","2012-Fall",-0.0903049981601233
"2013-09-28",10.7571453536553,5.33,"Mel",2013,9,"Fall","2013-Fall",-1.3755491034443
"2013-10-06",10.9177612304603,5.15,"Mel",2013,10,"Fall","2013-Fall",-1.65224962211874
"2013-10-14",8.23631398324973,4.7,"Mel",2013,10,"Fall","2013-Fall",-0.487855424226224
"2013-10-22",4.28150673130185,3.86,"Mel",2013,10,"Fall","2013-Fall",1.05317888027841
"2013-10-30",5.55948418934551,3.36,"Mel",2013,10,"Fall","2013-Fall",-0.216241213832837
"2014-09-15",11.3764921125378,6.48,"Mel",2014,9,"Fall","2014-Fall",-0.598433490807718
"2014-10-09",5.56010192156217,4.55,"Mel",2014,10,"Fall","2014-Fall",0.973386873832336
"2014-11-02",6.88459107901058,3.62,"Mel",2014,11,"Fall","2014-Fall",-0.754036089897647
"2014-11-18",7.0898109848977,2.52,"Mel",2014,11,"Fall","2014-Fall",-1.97759094472497
"2014-11-26",4.77267316288594,2.55,"Mel",2014,11,"Fall","2014-Fall",-0.552533160364487
"2015-10-20",8.24120860397816,4.8,"Mel",2015,10,"Fall","2015-Fall",-0.390802283357271
"2015-11-21",8.08043912689298,3.28,"Mel",2015,11,"Fall","2015-Fall",-1.81400928797967
"2010-09-12",8.84560261401028,6.41,"Seel",2010,9,"Fall","2010-Fall",0.855315792785429
"2010-10-14",6.8213648470243,4.55,"Seel",2010,10,"Fall","2010-Fall",0.21402994409927
"2010-10-30",9.94554413935578,5.61,"Seel",2010,10,"Fall","2010-Fall",-0.606915850364018
"2010-11-15",7.77015157858919,3.38,"Seel",2010,11,"Fall","2010-Fall",-1.52719732731886
"2011-09-07",12.5404615297895,6.63,"Seel",2011,9,"Fall","2011-Fall",-1.1492138159438
"2011-09-15",6.99169114908025,5.43,"Seel",2011,9,"Fall","2011-Fall",0.991483159308459
"2011-10-01",8.32134805390048,4.9,"Seel",2011,10,"Fall","2011-Fall",-0.339051102390155
"2011-10-09",6.5759479799108,4.28,"Seel",2011,10,"Fall","2011-Fall",0.0917858124070082
"2011-10-17",7.4771566864962,5.03,"Seel",2011,10,"Fall","2011-Fall",0.299203403405607
"2011-11-26",7.00068491294728,3.35,"Seel",2011,11,"Fall","2011-Fall",-1.09393163310234
"2012-09-25",15.1469354011153,9.64,"Seel",2012,9,"Fall","2012-Fall",0.29153051467686
"2012-10-11",8.45368106156482,6.39,"Seel",2012,10,"Fall","2012-Fall",1.07127638494519
"2012-10-27",11.36673823243,4.04,"Seel",2012,10,"Fall","2012-Fall",-3.03256106222672
"2012-11-12",6.75929572894206,3.4,"Seel",2012,11,"Fall","2012-Fall",-0.898600674793378
"2012-11-28",4.45973739719665,2.51,"Seel",2012,11,"Fall","2012-Fall",-0.404126811901959
"2013-09-28",10.8858175339412,5.2,"Seel",2013,9,"Fall","2013-Fall",-1.58301757555384
"2013-10-06",11.1108805392131,5.28,"Seel",2013,10,"Fall","2013-Fall",-1.63851918210201
"2013-10-14",10.0160151189687,4.35,"Seel",2013,10,"Fall","2013-Fall",-1.909343662705
"2013-10-22",6.19593321055281,4.13,"Seel",2013,10,"Fall","2013-Fall",0.170577797557266
"2013-10-30",6.11572519556138,3.45,"Seel",2013,10,"Fall","2013-Fall",-0.461132103071455
"2014-09-15",9.79417705105009,6.02,"Seel",2014,9,"Fall","2014-Fall",-0.10578366442719
"2014-10-09",5.69099802207419,4.53,"Seel",2014,10,"Fall","2014-Fall",0.874579466596118
"2014-11-02",8.95384425456994,4.22,"Seel",2014,11,"Fall","2014-Fall",-1.39985225281818
"2014-11-18",7.3643170146643,2.94,"Seel",2014,11,"Fall","2014-Fall",-1.7228602567365
"2014-11-26",6.1887298542131,2.91,"Seel",2014,11,"Fall","2014-Fall",-1.0450853441688
"2015-10-20",9.09320494809547,4.97,"Seel",2015,10,"Fall","2015-Fall",-0.733755859452967
"2015-11-21",8.56145890041888,3.82,"Seel",2015,11,"Fall","2015-Fall",-1.5636124238458
